"Price","Rooms","Regionname","Propertycount","Distance"
820000,3,"Western Metropolitan",4918,8.7
330000,2,"Western Metropolitan",4918,8.7
427000,1,NA,17496,2.8
1160500,2,NA,17496,2.8
780000,2,NA,17496,2.8
535000,2,NA,17496,2.8
450000,2,NA,17496,2.8
360000,2,NA,17496,2.8
665000,2,NA,17496,2.8
386000,1,NA,17496,2.8
659000,1,NA,17496,2.8
671000,2,NA,17496,2.8
545000,2,NA,17496,2.8
450000,1,NA,17496,2.8
432000,1,NA,17496,2.8
4e+05,1,NA,17496,2.8
210000,1,NA,17496,2.8
750000,3,NA,17496,2.8
375000,1,NA,17496,2.8
680000,1,NA,17496,2.8
470000,2,NA,17496,2.8
650000,2,NA,17496,2.8
483000,2,NA,17496,2.8
610000,3,NA,17496,2.8
7e+05,1,NA,17496,2.8
520000,2,NA,17496,2.8
440000,1,NA,17496,2.8
436000,1,NA,17496,2.8
733000,2,NA,17496,2.8
675000,2,NA,17496,2.8
1630000,3,NA,17496,2.8
760000,3,NA,17496,2.8
360000,2,NA,17496,2.8
390000,2,NA,17496,2.8
2600000,3,"Southern Metropolitan",2019,4.1
2350000,3,"Southern Metropolitan",2019,4.1
2956000,3,"Southern Metropolitan",2019,4.1
535000,2,"Southern Metropolitan",2019,4.1
4e+05,1,"Southern Metropolitan",2019,4.1
1690000,2,"Southern Metropolitan",2019,4.1
1020000,2,"Southern Metropolitan",2019,4.1
1515000,2,"Southern Metropolitan",2019,4.1
7e+05,2,"Southern Metropolitan",2019,4.1
2360000,3,"Southern Metropolitan",2019,4.1
2005000,3,"Southern Metropolitan",2019,4.1
702000,2,"Southern Metropolitan",2019,4.1
3120000,4,"Southern Metropolitan",2019,4.1
1025000,2,"Southern Metropolitan",2019,4.1
1920000,2,"Southern Metropolitan",2019,4.1
2623000,3,"Southern Metropolitan",2019,4.1
1500000,3,"Southern Metropolitan",2019,4.1
1630000,2,"Southern Metropolitan",2019,4.1
1910000,3,"Southern Metropolitan",2019,4.1
1320000,2,"Eastern Metropolitan",2079,11.8
2850000,4,"Eastern Metropolitan",2079,11.8
750000,2,"Eastern Metropolitan",2079,11.8
2588000,3,"Eastern Metropolitan",2079,11.8
1955000,5,"Eastern Metropolitan",2079,11.8
1400000,5,"Eastern Metropolitan",2079,11.8
665000,2,"Eastern Metropolitan",2079,11.8
2714000,5,"Eastern Metropolitan",2079,11.8
2350000,6,"Eastern Metropolitan",2079,11.8
2200000,4,"Eastern Metropolitan",2079,11.8
660000,2,"Eastern Metropolitan",2079,11.8
1310000,3,"Eastern Metropolitan",2079,11.8
540000,2,"Eastern Metropolitan",2079,11.8
2335000,4,"Eastern Metropolitan",2079,11.8
2e+06,4,"Eastern Metropolitan",2079,11.8
1815000,5,"Eastern Metropolitan",2079,11.8
725000,2,"Eastern Metropolitan",2079,11.8
3900000,4,"Eastern Metropolitan",2079,11.8
666000,2,"Eastern Metropolitan",2079,11.8
1200000,3,"Eastern Metropolitan",2079,11.8
1564000,3,"Eastern Metropolitan",2079,11.8
520000,2,"Eastern Metropolitan",2079,11.8
670000,3,"Western Metropolitan",6232,6.9
1715000,4,"Western Metropolitan",6232,6.9
1055000,3,"Western Metropolitan",6232,6.9
348000,2,"Western Metropolitan",6232,6.9
1780000,4,"Western Metropolitan",6232,6.9
2150000,6,"Western Metropolitan",6232,6.9
1730000,5,"Western Metropolitan",6232,6.9
1440000,3,"Western Metropolitan",6232,6.9
1225000,4,"Western Metropolitan",6232,6.9
1445000,4,"Western Metropolitan",6232,6.9
990000,3,"Western Metropolitan",6232,6.9
1400000,3,"Western Metropolitan",6232,6.9
1550000,3,"Western Metropolitan",6232,6.9
1170000,3,"Western Metropolitan",6232,6.9
1120000,4,"Western Metropolitan",6232,6.9
675000,2,"Western Metropolitan",6232,6.9
880000,3,"Western Metropolitan",6232,6.9
1530000,4,"Western Metropolitan",6232,6.9
1350000,4,"Western Metropolitan",6232,6.9
832000,3,"Western Metropolitan",6232,6.9
420000,2,"Western Metropolitan",6232,6.9
2400000,4,"Western Metropolitan",6232,6.9
565000,3,"Western Metropolitan",6232,6.9
550000,2,"Western Metropolitan",6232,6.9
1211000,4,"Western Metropolitan",6232,6.9
2405000,5,"Western Metropolitan",6232,6.9
1395000,4,"Western Metropolitan",6232,6.9
1630000,3,"Western Metropolitan",6232,6.9
1160000,3,"Western Metropolitan",6232,6.9
1065000,3,"Western Metropolitan",6232,6.9
1361500,4,"Western Metropolitan",6232,6.9
945000,2,"Western Metropolitan",6232,6.9
360000,1,"Western Metropolitan",6232,6.9
860000,2,"Western Metropolitan",6232,6.9
1260000,3,"Western Metropolitan",6232,6.9
1637000,4,"Western Metropolitan",6232,6.9
1505000,3,"Western Metropolitan",6232,6.9
515000,2,"Western Metropolitan",6232,6.9
1100000,3,"Western Metropolitan",6232,6.9
330000,2,"Western Metropolitan",6232,6.9
1145000,3,"Western Metropolitan",6232,6.9
1322000,4,"Western Metropolitan",6232,6.9
1015000,2,"Western Metropolitan",6232,6.9
750000,2,"Western Metropolitan",6232,6.9
1013000,2,"Western Metropolitan",6232,6.9
840000,3,"Western Metropolitan",6232,6.9
1150000,4,"Western Metropolitan",6232,6.9
1900000,5,"Western Metropolitan",6232,6.9
890500,3,"Western Metropolitan",6232,6.9
2340000,5,"Western Metropolitan",6232,6.9
1370000,3,"Western Metropolitan",6232,6.9
1400000,3,"Western Metropolitan",6232,6.9
1310000,4,"Western Metropolitan",6232,6.9
1833000,4,"Western Metropolitan",6232,6.9
855000,3,"Western Metropolitan",6232,6.9
930000,3,"Western Metropolitan",6232,6.9
1640000,4,"Western Metropolitan",6232,6.9
1480000,3,"Western Metropolitan",6232,6.9
672000,2,"Western Metropolitan",6232,6.9
410000,2,"Western Metropolitan",6232,6.9
980000,5,"Western Metropolitan",6232,6.9
1055000,2,"Western Metropolitan",6232,6.9
440000,2,"Western Metropolitan",6232,6.9
1435000,3,"Western Metropolitan",6232,6.9
1275000,4,"Western Metropolitan",6232,6.9
842500,3,"Western Metropolitan",6232,6.9
1345000,4,"Western Metropolitan",6232,6.9
265000,1,"Western Metropolitan",6232,6.9
849000,2,"Western Metropolitan",6232,6.9
1425000,3,"Western Metropolitan",6232,6.9
1345000,3,"Western Metropolitan",6232,6.9
330000,2,"Western Metropolitan",6232,6.9
726000,4,"Western Metropolitan",6232,6.9
1250000,3,"Western Metropolitan",6232,6.9
870000,3,"Western Metropolitan",6232,6.9
801000,2,"Western Metropolitan",6232,6.9
1725000,3,"Western Metropolitan",6232,6.9
415000,1,"Western Metropolitan",6232,6.9
650000,3,"Western Metropolitan",6232,6.9
6e+05,2,"Western Metropolitan",6232,6.9
1505000,4,"Western Metropolitan",6232,6.9
850000,3,"Western Metropolitan",6232,6.9
292000,1,"Western Metropolitan",6232,6.9
956000,2,"Western Metropolitan",6232,6.9
1740000,5,"Western Metropolitan",6232,6.9
1683000,3,"Western Metropolitan",6232,6.9
574000,2,"Western Metropolitan",6232,6.9
470000,2,"Western Metropolitan",6232,6.9
1130000,3,"Western Metropolitan",6232,6.9
730000,2,"Western Metropolitan",6232,6.9
831000,2,"Western Metropolitan",6232,6.9
930000,3,"Western Metropolitan",6232,6.9
8e+05,3,"Western Metropolitan",6232,6.9
1111000,3,"Western Metropolitan",6232,6.9
9e+05,2,"Western Metropolitan",6232,6.9
822500,2,"Western Metropolitan",6232,6.9
1400000,4,"Western Metropolitan",6232,6.9
336000,1,"Western Metropolitan",6232,6.9
8e+05,2,"Western Metropolitan",6232,6.9
1224000,3,"Southern Metropolitan",2555,14.6
1020000,3,"Southern Metropolitan",2555,14.6
1e+06,3,"Southern Metropolitan",2555,14.6
380500,1,"Southern Metropolitan",2555,14.6
930000,4,"Southern Metropolitan",2555,14.6
1090000,3,"Southern Metropolitan",2555,14.6
947500,4,"Southern Metropolitan",2555,14.6
836000,3,"Southern Metropolitan",2555,14.6
1417250,3,"Southern Metropolitan",2555,14.6
980000,3,"Southern Metropolitan",2555,14.6
1110000,3,"Southern Metropolitan",2555,14.6
950000,2,"Southern Metropolitan",2555,14.6
1140000,4,"Southern Metropolitan",2555,14.6
750000,3,"Southern Metropolitan",2555,14.6
931000,3,"Southern Metropolitan",2555,14.6
1e+06,4,"Southern Metropolitan",2555,14.6
655000,2,"Southern Metropolitan",2555,14.6
1200000,4,"Southern Metropolitan",2555,14.6
987000,3,"Southern Metropolitan",2555,14.6
937000,3,"Southern Metropolitan",2555,14.6
1426000,4,"Southern Metropolitan",2555,14.6
1016000,4,"Southern Metropolitan",2555,14.6
910000,3,"Southern Metropolitan",2555,14.6
1385000,4,"Southern Metropolitan",2555,14.6
785000,3,"Southern Metropolitan",2555,14.6
901000,3,"Southern Metropolitan",2555,14.6
1300000,4,"Southern Metropolitan",2555,14.6
975000,3,"Southern Metropolitan",2555,14.6
1070000,4,"Southern Metropolitan",2555,14.6
639000,2,"Southern Metropolitan",2555,14.6
605000,2,"Southern Metropolitan",2555,14.6
960000,3,"Southern Metropolitan",2555,14.6
725000,3,"Southern Metropolitan",2555,14.6
981000,3,"Southern Metropolitan",2555,14.6
975000,3,"Southern Metropolitan",2555,14.6
8e+05,3,"Southern Metropolitan",2555,14.6
921000,4,"Southern Metropolitan",2555,14.6
917000,3,"Southern Metropolitan",2555,14.6
890000,3,"Southern Metropolitan",2555,14.6
1008000,3,"Southern Metropolitan",2555,14.6
1191000,2,"Southern Metropolitan",2555,14.6
1130000,4,"Southern Metropolitan",2555,14.6
776000,2,"Southern Metropolitan",2555,14.6
1035000,4,"Southern Metropolitan",2555,14.6
920000,3,"Southern Metropolitan",2555,14.6
1160000,4,"Southern Metropolitan",2555,14.6
825000,3,"Southern Metropolitan",2555,14.6
8e+05,3,"Southern Metropolitan",2555,14.6
240000,1,"Southern Metropolitan",2555,14.6
1105000,4,"Southern Metropolitan",2555,14.6
1025000,3,"Western Metropolitan",5498,8.4
826000,3,"Western Metropolitan",5498,8.4
9e+05,3,"Western Metropolitan",5498,8.4
962000,3,"Western Metropolitan",5498,8.4
8e+05,2,"Western Metropolitan",5498,8.4
785000,3,"Western Metropolitan",5498,8.4
710000,4,"Western Metropolitan",5498,8.4
920000,3,"Western Metropolitan",5498,8.4
940000,4,"Western Metropolitan",5498,8.4
655800,3,"Western Metropolitan",5498,8.4
1082000,4,"Western Metropolitan",5498,8.4
1210000,3,"Western Metropolitan",5498,8.4
880000,3,"Western Metropolitan",5498,8.4
335000,1,"Western Metropolitan",5498,8.4
1260000,4,"Western Metropolitan",5498,8.4
1400000,3,"Western Metropolitan",5498,8.4
995000,3,"Western Metropolitan",5498,8.4
1380000,4,"Western Metropolitan",5498,8.4
1220000,3,"Western Metropolitan",5498,8.4
785000,3,"Western Metropolitan",5498,8.4
962000,2,"Western Metropolitan",5498,8.4
860000,4,"Western Metropolitan",5498,8.4
1220000,5,"Western Metropolitan",5498,8.4
930000,3,"Western Metropolitan",5498,8.4
930000,3,"Western Metropolitan",5498,8.4
8e+05,3,"Western Metropolitan",5498,8.4
1305000,3,"Western Metropolitan",5498,8.4
1060000,3,"Western Metropolitan",5498,8.4
485000,2,"Western Metropolitan",5498,8.4
950000,3,"Western Metropolitan",5498,8.4
910000,2,"Western Metropolitan",5498,8.4
810000,3,"Western Metropolitan",5498,8.4
776000,3,"Western Metropolitan",5498,8.4
1002500,3,"Western Metropolitan",5498,8.4
807500,3,"Western Metropolitan",5498,8.4
1120000,2,"Western Metropolitan",5498,8.4
950000,3,"Western Metropolitan",5498,8.4
1620000,4,"Western Metropolitan",5498,8.4
923000,3,"Western Metropolitan",5498,8.4
1030000,2,"Western Metropolitan",5498,8.4
1046000,3,"Western Metropolitan",5498,8.4
716000,3,"Western Metropolitan",5498,8.4
740000,2,"Western Metropolitan",5498,8.4
970000,4,"Western Metropolitan",5498,8.4
735000,3,"Western Metropolitan",5498,8.4
762000,2,"Western Metropolitan",5498,8.4
485000,2,"Western Metropolitan",5498,8.4
950000,3,"Western Metropolitan",5498,8.4
1280000,4,"Western Metropolitan",5498,8.4
1040000,4,"Western Metropolitan",5498,8.4
922000,2,"Western Metropolitan",5498,8.4
2415000,5,"Western Metropolitan",5498,8.4
1115000,4,"Western Metropolitan",5498,8.4
1675000,3,"Western Metropolitan",5498,8.4
1176000,3,"Western Metropolitan",5498,8.4
1265000,4,"Western Metropolitan",5498,8.4
801000,2,"Western Metropolitan",5498,8.4
1185000,3,"Western Metropolitan",5498,8.4
770000,3,"Western Metropolitan",5498,8.4
1200000,3,"Western Metropolitan",5498,8.4
993000,3,"Western Metropolitan",5498,8.4
901000,3,"Western Metropolitan",5498,8.4
650000,2,"Western Metropolitan",5498,8.4
891500,3,"Western Metropolitan",5498,8.4
3420000,4,"Western Metropolitan",5498,8.4
805000,3,"Western Metropolitan",5498,8.4
680000,2,"Western Metropolitan",5498,8.4
827500,4,"Western Metropolitan",5498,8.4
793000,2,"Western Metropolitan",5498,8.4
988000,3,"Western Metropolitan",5498,8.4
747000,3,"Western Metropolitan",5498,8.4
910000,3,"Western Metropolitan",5498,8.4
896000,2,"Western Metropolitan",5498,8.4
890000,2,"Western Metropolitan",5498,8.4
1199000,3,"Western Metropolitan",5498,8.4
1100000,3,"Western Metropolitan",5498,8.4
2015000,5,"Western Metropolitan",5498,8.4
930000,4,"Western Metropolitan",5498,8.4
1151000,3,"Western Metropolitan",5498,8.4
820000,4,"Western Metropolitan",5498,8.4
670000,2,"Western Metropolitan",5498,8.4
1040000,3,"Western Metropolitan",5498,8.4
1316000,4,"Western Metropolitan",5498,8.4
816000,2,"Western Metropolitan",5498,8.4
945000,3,"Western Metropolitan",5498,8.4
643700,1,"Western Metropolitan",5498,8.4
760000,2,"Western Metropolitan",5498,8.4
881000,8,"Western Metropolitan",5498,8.4
9e+05,3,"Western Metropolitan",5498,8.4
830000,3,"Western Metropolitan",2291,11.2
780000,3,"Western Metropolitan",2291,11.2
1020000,3,"Western Metropolitan",2291,11.2
1330000,1,"Western Metropolitan",2291,11.2
1126000,4,"Western Metropolitan",2291,11.2
1235000,3,"Western Metropolitan",2291,11.2
457000,2,"Western Metropolitan",2291,11.2
660000,2,"Western Metropolitan",2291,11.2
770000,3,"Western Metropolitan",2291,11.2
895500,3,"Western Metropolitan",2291,11.2
1350000,4,"Western Metropolitan",2291,11.2
820000,3,"Western Metropolitan",2291,11.2
617500,2,"Western Metropolitan",2291,11.2
490000,2,"Western Metropolitan",2291,11.2
8e+05,3,"Western Metropolitan",2291,11.2
991000,3,"Western Metropolitan",2291,11.2
970000,3,"Western Metropolitan",2291,11.2
657000,2,"Western Metropolitan",2291,11.2
710000,3,"Western Metropolitan",2291,11.2
840000,3,"Western Metropolitan",2291,11.2
975000,3,"Western Metropolitan",2291,11.2
6e+05,3,"Western Metropolitan",2291,11.2
875000,4,"Western Metropolitan",2291,11.2
785000,3,"Western Metropolitan",2291,11.2
840000,3,"Western Metropolitan",2291,11.2
1076000,3,"Western Metropolitan",2291,11.2
850000,4,"Western Metropolitan",2291,11.2
1400000,5,"Western Metropolitan",2291,11.2
1080000,4,"Western Metropolitan",2291,11.2
1065000,3,"Western Metropolitan",2291,11.2
773000,3,"Western Metropolitan",2291,11.2
7e+05,3,"Western Metropolitan",2291,11.2
760000,3,"Western Metropolitan",2291,11.2
1190000,2,"Western Metropolitan",2291,11.2
1015000,3,"Western Metropolitan",2291,11.2
875000,3,"Western Metropolitan",2291,11.2
1020000,3,"Western Metropolitan",2291,11.2
773000,3,"Western Metropolitan",2291,11.2
522500,2,"Western Metropolitan",2291,11.2
1100000,3,"Western Metropolitan",2291,11.2
1007000,2,"Western Metropolitan",2291,11.2
1245000,4,"Western Metropolitan",2291,11.2
1155000,3,"Western Metropolitan",2291,11.2
746000,3,"Western Metropolitan",2291,11.2
1160000,4,"Western Metropolitan",2291,11.2
1105000,3,"Western Metropolitan",2291,11.2
591000,2,"Western Metropolitan",2291,11.2
960000,3,"Western Metropolitan",2291,11.2
815000,3,"Western Metropolitan",2291,11.2
2920000,4,NA,6821,2.3
1635000,3,NA,6821,2.3
491000,1,NA,6821,2.3
540000,2,NA,6821,2.3
340000,1,NA,6821,2.3
726000,2,NA,6821,2.3
1340000,3,NA,6821,2.3
1105000,2,NA,6821,2.3
841000,2,NA,6821,2.3
528500,2,NA,6821,2.3
585000,2,NA,6821,2.3
645000,2,NA,6821,2.3
410000,1,NA,6821,2.3
550000,2,NA,6821,2.3
470000,2,NA,6821,2.3
470000,2,NA,6821,2.3
475000,2,NA,6821,2.3
640000,2,NA,6821,2.3
1330000,4,NA,6821,2.3
720000,2,NA,6821,2.3
888000,2,NA,6821,2.3
1325000,3,NA,6821,2.3
368000,1,NA,6821,2.3
1300000,3,NA,6821,2.3
450000,2,NA,6821,2.3
1385000,3,NA,6821,2.3
990000,2,NA,6821,2.3
440000,2,NA,6821,2.3
606000,2,NA,6821,2.3
450000,1,NA,6821,2.3
1470000,3,NA,6821,2.3
591500,2,NA,6821,2.3
1300000,2,NA,6821,2.3
1010000,2,NA,6821,2.3
1266000,2,NA,6821,2.3
620000,2,NA,6821,2.3
540000,2,NA,6821,2.3
1200000,2,NA,6821,2.3
630000,2,NA,6821,2.3
560000,2,NA,6821,2.3
8e+05,2,NA,6821,2.3
665500,2,NA,6821,2.3
550055,2,NA,6821,2.3
358000,1,NA,6821,2.3
320000,1,NA,6821,2.3
1e+06,3,NA,6821,2.3
598000,2,NA,6821,2.3
950000,2,NA,6821,2.3
1065000,3,NA,6821,2.3
885000,2,NA,6821,2.3
587134,2,NA,6821,2.3
1286000,2,NA,11364,5.5
1200000,3,NA,11364,5.5
1382500,3,NA,11364,5.5
630000,2,NA,11364,5.5
1600000,4,NA,11364,5.5
1310000,3,NA,11364,5.5
1035000,2,NA,11364,5.5
1980000,3,NA,11364,5.5
592000,2,NA,11364,5.5
1335000,3,NA,11364,5.5
1710000,3,NA,11364,5.5
1590000,4,NA,11364,5.5
2e+06,6,NA,11364,5.5
583000,2,NA,11364,5.5
418000,2,NA,11364,5.5
860000,3,NA,11364,5.5
650000,2,NA,11364,5.5
1700000,4,NA,11364,5.5
1575000,2,NA,11364,5.5
950000,2,NA,11364,5.5
1655000,3,NA,11364,5.5
1950000,4,NA,11364,5.5
905000,4,NA,11364,5.5
1255000,3,NA,11364,5.5
601000,2,NA,11364,5.5
1020000,2,NA,11364,5.5
435000,1,NA,11364,5.5
790000,2,NA,11364,5.5
990000,3,NA,11364,5.5
605000,2,NA,11364,5.5
2270000,4,NA,11364,5.5
385000,1,NA,11364,5.5
9e+05,2,NA,11364,5.5
1340000,4,NA,11364,5.5
1300000,3,NA,11364,5.5
1310000,4,NA,11364,5.5
1112000,2,NA,11364,5.5
910000,2,NA,11364,5.5
830000,3,NA,11364,5.5
2100000,4,NA,11364,5.5
1190000,3,NA,11364,5.5
865000,3,NA,11364,5.5
2175000,4,NA,11364,5.5
1085000,3,NA,11364,5.5
312000,1,NA,11364,5.5
320000,1,NA,11364,5.5
890000,2,NA,11364,5.5
2700000,5,NA,11364,5.5
1101000,2,NA,11364,5.5
926000,3,NA,11364,5.5
1050000,3,NA,11364,5.5
1010000,3,NA,11364,5.5
2155000,5,NA,11364,5.5
430000,2,NA,11364,5.5
1900000,3,NA,11364,5.5
888000,2,NA,11364,5.5
1020000,2,NA,11364,5.5
1160000,3,NA,11364,5.5
844000,2,NA,11364,5.5
1860000,3,NA,11364,5.5
1676000,3,NA,11364,5.5
9e+05,3,NA,11364,5.5
1300000,3,NA,11364,5.5
810000,3,NA,11364,5.5
701000,2,NA,11364,5.5
410000,1,NA,11364,5.5
1255000,2,NA,11364,5.5
665000,2,NA,11364,5.5
1085000,2,NA,11364,5.5
2315000,3,NA,11364,5.5
1170000,2,NA,11364,5.5
875000,2,NA,11364,5.5
1715000,3,NA,11364,5.5
1396500,3,NA,11364,5.5
422000,1,NA,11364,5.5
1474000,3,NA,11364,5.5
1340000,3,NA,11364,5.5
980000,3,NA,11364,5.5
1035000,2,NA,11364,5.5
460000,2,NA,11364,5.5
1760000,3,NA,11364,5.5
975000,3,NA,11364,5.5
1095000,2,NA,11364,5.5
1121000,3,NA,11364,5.5
370000,1,NA,11364,5.5
1225000,3,NA,11364,5.5
2004000,4,NA,11364,5.5
1211000,2,NA,11364,5.5
4300000,5,NA,11364,5.5
1400000,3,NA,11364,5.5
770000,2,NA,11364,5.5
1090000,3,NA,11364,5.5
1830000,4,NA,11364,5.5
1e+06,3,NA,11364,5.5
6e+05,2,NA,11364,5.5
692000,2,NA,11364,5.5
980000,3,NA,11364,5.5
1310000,4,NA,11364,5.5
1050000,2,NA,11364,5.5
1700000,5,NA,11364,5.5
2160000,3,NA,11364,5.5
1610000,3,NA,11364,5.5
4e+05,1,NA,11364,5.5
1420000,4,NA,11364,5.5
1950000,4,NA,11364,5.5
1820000,5,NA,11364,5.5
1900000,4,NA,11364,5.5
1080000,3,NA,11364,5.5
570000,2,NA,11364,5.5
1450000,3,NA,11364,5.5
1400000,3,NA,11364,5.5
1340000,2,NA,11364,5.5
340000,1,NA,11364,5.5
1300000,4,NA,11364,5.5
2340000,4,NA,11364,5.5
1634000,2,NA,11364,5.5
910000,2,NA,11364,5.5
1650000,4,NA,11364,5.5
1130000,3,NA,11364,5.5
3850000,4,NA,11364,5.5
1510000,3,NA,11364,5.5
1500000,3,NA,11364,5.5
2315000,4,NA,11364,5.5
892000,3,NA,2651,11.5
592000,2,NA,2651,11.5
647000,3,NA,2651,11.5
865000,4,NA,2651,11.5
1350000,4,NA,2651,11.5
476000,2,NA,2651,11.5
830000,4,NA,2651,11.5
706000,3,NA,2651,11.5
920000,4,NA,2651,11.5
522000,2,NA,2651,11.5
358500,3,NA,2651,11.5
690000,4,NA,2651,11.5
8e+05,4,NA,2651,11.5
770000,3,NA,2651,11.5
1100000,5,NA,2651,11.5
727500,3,NA,2651,11.5
925000,3,NA,2651,11.5
475000,2,NA,2651,11.5
651000,3,NA,2651,11.5
770000,3,NA,2651,11.5
9e+05,3,NA,2651,11.5
815500,3,NA,2651,11.5
770000,3,NA,2651,11.5
585500,2,NA,2651,11.5
840000,4,NA,2651,11.5
1005000,4,NA,2651,11.5
470000,2,NA,2651,11.5
810000,3,NA,2651,11.5
550000,3,NA,2651,11.5
855333,4,NA,2651,11.5
9e+05,5,NA,2651,11.5
480000,2,NA,2651,11.5
680000,3,"South-Eastern Metropolitan",3692,14.7
981000,3,"South-Eastern Metropolitan",3692,14.7
876000,4,"South-Eastern Metropolitan",3692,14.7
875000,3,"South-Eastern Metropolitan",3692,14.7
651000,4,"South-Eastern Metropolitan",3692,14.7
802000,3,"South-Eastern Metropolitan",3692,14.7
995000,3,"South-Eastern Metropolitan",3692,14.7
881500,4,"South-Eastern Metropolitan",3692,14.7
9e+05,5,"South-Eastern Metropolitan",3692,14.7
782000,3,"South-Eastern Metropolitan",3692,14.7
580000,2,"South-Eastern Metropolitan",3692,14.7
937500,3,"South-Eastern Metropolitan",3692,14.7
1080000,3,"South-Eastern Metropolitan",3692,14.7
1e+06,3,"South-Eastern Metropolitan",3692,14.7
1235000,3,"South-Eastern Metropolitan",3692,14.7
801347,4,"South-Eastern Metropolitan",3692,14.7
921000,3,"South-Eastern Metropolitan",3692,14.7
1900000,6,"South-Eastern Metropolitan",3692,14.7
752500,2,"South-Eastern Metropolitan",3692,14.7
8e+05,4,"South-Eastern Metropolitan",3692,14.7
8e+05,3,"South-Eastern Metropolitan",3692,14.7
1067000,3,"South-Eastern Metropolitan",3692,14.7
1310000,4,"South-Eastern Metropolitan",3692,14.7
8e+05,3,"South-Eastern Metropolitan",3692,14.7
1260500,3,"South-Eastern Metropolitan",3692,14.7
850500,3,"South-Eastern Metropolitan",3692,14.7
625000,2,"South-Eastern Metropolitan",3692,14.7
980500,3,"South-Eastern Metropolitan",3692,14.7
1068000,3,"South-Eastern Metropolitan",3692,14.7
937500,4,"South-Eastern Metropolitan",3692,14.7
1126000,4,"South-Eastern Metropolitan",3692,14.7
778000,2,"South-Eastern Metropolitan",3692,14.7
1230000,4,NA,2309,2.6
1360000,3,NA,2309,2.6
1805000,2,NA,2309,2.6
352500,1,NA,2309,2.6
395000,1,NA,2309,2.6
307000,1,NA,2309,2.6
2200000,2,NA,2309,2.6
485000,1,NA,2309,2.6
1717500,4,NA,2309,2.6
1265000,2,NA,2309,2.6
401000,1,NA,2309,2.6
2375000,4,NA,2309,2.6
1851000,2,NA,2309,2.6
734600,2,NA,2309,2.6
1928000,4,NA,2309,2.6
526000,1,NA,2309,2.6
2236000,3,NA,2309,2.6
5e+05,1,NA,2309,2.6
1403000,3,NA,2309,2.6
965000,3,NA,2309,2.6
1040000,3,NA,2309,2.6
526000,1,NA,2309,2.6
750000,2,NA,2309,2.6
1120000,3,NA,7485,9.9
770000,3,NA,7485,9.9
915000,2,NA,7485,9.9
975000,4,NA,7485,9.9
770000,3,NA,7485,9.9
780000,3,NA,7485,9.9
6e+05,3,NA,7485,9.9
1465000,3,NA,7485,9.9
955000,4,NA,7485,9.9
767000,3,NA,7485,9.9
1196000,4,NA,7485,9.9
731000,3,NA,7485,9.9
555000,2,NA,7485,9.9
585000,3,NA,7485,9.9
480000,2,NA,7485,9.9
605000,4,NA,7485,9.9
495000,2,NA,7485,9.9
738000,3,NA,7485,9.9
386000,2,NA,7485,9.9
452000,2,NA,7485,9.9
522500,3,NA,7485,9.9
601500,2,NA,7485,9.9
1305000,3,NA,7485,9.9
741000,2,NA,7485,9.9
495000,2,NA,7485,9.9
1345000,5,NA,7485,9.9
530000,2,NA,7485,9.9
815000,3,NA,7485,9.9
930000,4,NA,7485,9.9
521500,2,NA,7485,9.9
730000,4,NA,7485,9.9
775000,3,NA,7485,9.9
990000,4,NA,7485,9.9
950000,5,NA,7485,9.9
915000,2,NA,7485,9.9
9e+05,3,NA,7485,9.9
810000,3,NA,7485,9.9
920000,2,NA,7485,9.9
835000,3,NA,7485,9.9
790000,3,NA,7485,9.9
810000,4,NA,7485,9.9
667500,3,NA,7485,9.9
5e+05,2,NA,7485,9.9
485000,2,NA,7485,9.9
488000,2,NA,7485,9.9
9e+05,3,NA,7485,9.9
680000,2,NA,7485,9.9
683500,3,NA,7485,9.9
590000,3,NA,7485,9.9
770000,3,NA,7485,9.9
815000,3,NA,7485,9.9
975000,3,NA,7485,9.9
970000,4,NA,7485,9.9
515000,3,NA,7485,9.9
940000,3,NA,7485,9.9
6e+05,3,NA,7485,9.9
510000,2,NA,7485,9.9
750000,3,NA,7485,9.9
822000,4,NA,7485,9.9
983000,3,NA,7485,9.9
6e+05,3,NA,7485,9.9
640000,4,NA,7485,9.9
430000,3,NA,7485,9.9
1350000,4,NA,7485,9.9
780000,4,NA,7485,9.9
474000,2,NA,7485,9.9
810000,2,NA,7485,9.9
723000,4,NA,7485,9.9
550500,2,NA,7485,9.9
610000,2,NA,7485,9.9
1e+06,3,NA,7485,9.9
533000,3,NA,7485,9.9
630000,2,NA,7485,9.9
410000,2,NA,7485,9.9
6e+05,3,NA,7485,9.9
616000,3,NA,7485,9.9
792000,3,NA,7485,9.9
960000,3,NA,7485,9.9
985000,4,NA,7485,9.9
820000,4,NA,7485,9.9
670000,3,NA,7485,9.9
855000,2,NA,7485,9.9
665000,4,NA,7485,9.9
690000,3,NA,7485,9.9
880000,3,NA,7485,9.9
7e+05,3,NA,7485,9.9
6e+05,3,NA,7485,9.9
721000,3,NA,7485,9.9
720000,2,NA,7485,9.9
910000,4,NA,7485,9.9
1570000,2,NA,7485,9.9
525500,2,NA,7485,9.9
612500,3,NA,7485,9.9
248500,1,NA,7485,9.9
960000,3,NA,7485,9.9
1085000,2,NA,7485,9.9
650000,3,NA,7485,9.9
650000,4,NA,7485,9.9
937000,4,NA,7485,9.9
